date,metric,suburb_value,cr_value,sa3_value,area_name,property_type
2023-04-30,sell_price,542000.0,611000.0,630000.0,Belmont North,unit
2023-04-30,sell_price,834000.0,917000.0,909000.0,Belmont North,house
2023-05-07,sell_price,542000.0,611000.0,630000.0,Belmont North,unit
2023-05-07,sell_price,835000.0,919000.0,910000.0,Belmont North,house
2023-05-14,sell_price,542000.0,611000.0,631000.0,Belmont North,unit
2023-05-14,sell_price,843000.0,919000.0,911000.0,Belmont North,house
2023-05-21,sell_price,542000.0,612000.0,631000.0,Belmont North,unit
2023-05-21,sell_price,848000.0,920000.0,913000.0,Belmont North,house
2023-05-28,sell_price,847000.0,919000.0,913000.0,Belmont North,house
2023-05-28,sell_price,542000.0,612000.0,631000.0,Belmont North,unit
2023-06-04,sell_price,846000.0,919000.0,915000.0,Belmont North,house
2023-06-04,sell_price,542000.0,613000.0,632000.0,Belmont North,unit
2023-06-11,sell_price,846000.0,918000.0,914000.0,Belmont North,house
2023-06-11,sell_price,541000.0,614000.0,632000.0,Belmont North,unit
2023-06-18,sell_price,541000.0,614000.0,632000.0,Belmont North,unit
2023-06-18,sell_price,847000.0,919000.0,915000.0,Belmont North,house
2023-06-25,sell_price,541000.0,615000.0,633000.0,Belmont North,unit
2023-06-25,sell_price,847000.0,920000.0,916000.0,Belmont North,house
2023-07-02,sell_price,541000.0,615000.0,633000.0,Belmont North,unit
2023-07-02,sell_price,853000.0,921000.0,916000.0,Belmont North,house
2023-07-09,sell_price,541000.0,615000.0,633000.0,Belmont North,unit
2023-07-09,sell_price,850000.0,923000.0,917000.0,Belmont North,house
2023-07-16,sell_price,846000.0,923000.0,918000.0,Belmont North,house
2023-07-16,sell_price,541000.0,619000.0,633000.0,Belmont North,unit
2023-07-23,sell_price,541000.0,643000.0,633000.0,Belmont North,unit
2023-07-23,sell_price,845000.0,923000.0,919000.0,Belmont North,house
2023-07-30,sell_price,845000.0,924000.0,919000.0,Belmont North,house
2023-07-30,sell_price,541000.0,643000.0,633000.0,Belmont North,unit
2023-08-06,sell_price,541000.0,642000.0,632000.0,Belmont North,unit
2023-08-06,sell_price,845000.0,926000.0,920000.0,Belmont North,house
2023-08-13,sell_price,847000.0,924000.0,919000.0,Belmont North,house
2023-08-13,sell_price,541000.0,642000.0,632000.0,Belmont North,unit
2023-08-20,sell_price,541000.0,642000.0,632000.0,Belmont North,unit
2023-08-20,sell_price,847000.0,923000.0,919000.0,Belmont North,house
2023-08-27,sell_price,844000.0,923000.0,918000.0,Belmont North,house
2023-08-27,sell_price,541000.0,642000.0,632000.0,Belmont North,unit
2023-09-03,sell_price,843000.0,923000.0,916000.0,Belmont North,house
2023-09-03,sell_price,541000.0,642000.0,632000.0,Belmont North,unit
2023-09-10,sell_price,541000.0,642000.0,632000.0,Belmont North,unit
2023-09-10,sell_price,843000.0,924000.0,918000.0,Belmont North,house
2023-09-17,sell_price,843000.0,924000.0,916000.0,Belmont North,house
2023-09-17,sell_price,541000.0,642000.0,632000.0,Belmont North,unit
2023-09-24,sell_price,844000.0,924000.0,916000.0,Belmont North,house
2023-09-24,sell_price,541000.0,643000.0,632000.0,Belmont North,unit
2023-10-01,sell_price,844000.0,926000.0,917000.0,Belmont North,house
2023-10-01,sell_price,541000.0,642000.0,633000.0,Belmont North,unit
2023-10-08,sell_price,541000.0,642000.0,633000.0,Belmont North,unit
2023-10-08,sell_price,845000.0,925000.0,914000.0,Belmont North,house
2023-10-15,sell_price,541000.0,643000.0,634000.0,Belmont North,unit
2023-10-15,sell_price,845000.0,927000.0,917000.0,Belmont North,house
2023-10-22,sell_price,845000.0,927000.0,917000.0,Belmont North,house
2023-10-22,sell_price,541000.0,643000.0,635000.0,Belmont North,unit
2023-10-29,sell_price,541000.0,642000.0,635000.0,Belmont North,unit
2023-10-29,sell_price,844000.0,928000.0,918000.0,Belmont North,house
2023-11-05,sell_price,541000.0,641000.0,635000.0,Belmont North,unit
2023-11-05,sell_price,846000.0,929000.0,920000.0,Belmont North,house
2023-11-12,sell_price,541000.0,642000.0,635000.0,Belmont North,unit
2023-11-12,sell_price,847000.0,931000.0,923000.0,Belmont North,house
2023-11-19,sell_price,846000.0,931000.0,924000.0,Belmont North,house
2023-11-19,sell_price,541000.0,641000.0,634000.0,Belmont North,unit
2023-11-26,sell_price,844000.0,930000.0,924000.0,Belmont North,house
2023-11-26,sell_price,541000.0,642000.0,634000.0,Belmont North,unit
2023-12-03,sell_price,541000.0,643000.0,634000.0,Belmont North,unit
2023-12-03,sell_price,843000.0,932000.0,926000.0,Belmont North,house
2023-12-10,sell_price,843000.0,933000.0,927000.0,Belmont North,house
2023-12-10,sell_price,541000.0,643000.0,634000.0,Belmont North,unit
2023-12-17,sell_price,844000.0,933000.0,929000.0,Belmont North,house
2023-12-17,sell_price,541000.0,643000.0,633000.0,Belmont North,unit
2023-12-24,sell_price,541000.0,644000.0,634000.0,Belmont North,unit
2023-12-24,sell_price,844000.0,934000.0,929000.0,Belmont North,house
2023-12-31,sell_price,844000.0,936000.0,929000.0,Belmont North,house
2023-12-31,sell_price,541000.0,644000.0,634000.0,Belmont North,unit
2024-01-07,sell_price,541000.0,644000.0,634000.0,Belmont North,unit
2024-01-07,sell_price,848000.0,936000.0,929000.0,Belmont North,house
2024-01-14,sell_price,850000.0,936000.0,930000.0,Belmont North,house
2024-01-14,sell_price,541000.0,644000.0,634000.0,Belmont North,unit
2024-01-21,sell_price,541000.0,645000.0,635000.0,Belmont North,unit
2024-01-21,sell_price,853000.0,937000.0,931000.0,Belmont North,house
2024-01-28,sell_price,854000.0,937000.0,931000.0,Belmont North,house
2024-01-28,sell_price,541000.0,645000.0,635000.0,Belmont North,unit
2024-02-04,sell_price,541000.0,646000.0,636000.0,Belmont North,unit
2024-02-04,sell_price,858000.0,938000.0,934000.0,Belmont North,house
2024-02-11,sell_price,856000.0,938000.0,935000.0,Belmont North,house
2024-02-11,sell_price,541000.0,646000.0,636000.0,Belmont North,unit
2024-02-18,sell_price,541000.0,646000.0,636000.0,Belmont North,unit
2024-02-18,sell_price,858000.0,937000.0,938000.0,Belmont North,house
2024-02-25,sell_price,858000.0,938000.0,939000.0,Belmont North,house
2024-02-25,sell_price,541000.0,646000.0,637000.0,Belmont North,unit
2024-03-03,sell_price,859000.0,938000.0,940000.0,Belmont North,house
2024-03-03,sell_price,541000.0,646000.0,637000.0,Belmont North,unit
2024-03-10,sell_price,861000.0,939000.0,943000.0,Belmont North,house
2024-03-10,sell_price,541000.0,647000.0,638000.0,Belmont North,unit
2024-03-17,sell_price,862000.0,941000.0,944000.0,Belmont North,house
2024-03-17,sell_price,541000.0,648000.0,640000.0,Belmont North,unit
2024-03-24,sell_price,866000.0,946000.0,948000.0,Belmont North,house
2024-03-24,sell_price,541000.0,647000.0,639000.0,Belmont North,unit
2024-03-31,sell_price,866000.0,949000.0,954000.0,Belmont North,house
2024-03-31,sell_price,541000.0,647000.0,640000.0,Belmont North,unit
2024-04-07,sell_price,876000.0,950000.0,957000.0,Belmont North,house
2024-04-07,sell_price,541000.0,647000.0,639000.0,Belmont North,unit
2024-04-14,sell_price,541000.0,647000.0,638000.0,Belmont North,unit
2024-04-14,sell_price,879000.0,951000.0,960000.0,Belmont North,house
2024-04-21,sell_price,900000.0,952000.0,960000.0,Belmont North,house
2024-04-21,sell_price,541000.0,647000.0,638000.0,Belmont North,unit
2024-04-28,sell_price,908000.0,952000.0,961000.0,Belmont North,house
2024-04-28,sell_price,541000.0,647000.0,638000.0,Belmont North,unit
2024-05-05,sell_price,924000.0,952000.0,962000.0,Belmont North,house
2024-05-05,sell_price,541000.0,648000.0,638000.0,Belmont North,unit
2024-05-12,sell_price,929000.0,953000.0,964000.0,Belmont North,house
2024-05-12,sell_price,541000.0,649000.0,640000.0,Belmont North,unit
2024-05-19,sell_price,931000.0,953000.0,963000.0,Belmont North,house
2024-05-19,sell_price,541000.0,648000.0,638000.0,Belmont North,unit
2024-05-26,sell_price,918000.0,953000.0,962000.0,Belmont North,house
2024-05-26,sell_price,541000.0,648000.0,640000.0,Belmont North,unit
2024-06-02,sell_price,927000.0,956000.0,963000.0,Belmont North,house
2024-06-02,sell_price,541000.0,649000.0,640000.0,Belmont North,unit
2024-06-09,sell_price,933000.0,958000.0,964000.0,Belmont North,house
2024-06-09,sell_price,541000.0,649000.0,640000.0,Belmont North,unit
2024-06-16,sell_price,541000.0,650000.0,641000.0,Belmont North,unit
2024-06-16,sell_price,937000.0,959000.0,963000.0,Belmont North,house
2024-06-23,sell_price,541000.0,649000.0,639000.0,Belmont North,unit
2024-06-23,sell_price,939000.0,957000.0,963000.0,Belmont North,house
2024-06-30,sell_price,934000.0,957000.0,961000.0,Belmont North,house
2024-06-30,sell_price,541000.0,649000.0,639000.0,Belmont North,unit
2024-07-07,sell_price,541000.0,649000.0,640000.0,Belmont North,unit
2024-07-07,sell_price,937000.0,958000.0,960000.0,Belmont North,house
2024-07-14,sell_price,541000.0,648000.0,639000.0,Belmont North,unit
2024-07-14,sell_price,937000.0,956000.0,959000.0,Belmont North,house
2024-07-21,sell_price,541000.0,647000.0,640000.0,Belmont North,unit
2024-07-21,sell_price,937000.0,957000.0,961000.0,Belmont North,house
2024-07-28,sell_price,937000.0,959000.0,960000.0,Belmont North,house
2024-07-28,sell_price,541000.0,647000.0,640000.0,Belmont North,unit
2024-08-04,sell_price,922000.0,958000.0,959000.0,Belmont North,house
2024-08-04,sell_price,541000.0,646000.0,640000.0,Belmont North,unit
2024-08-11,sell_price,922000.0,960000.0,960000.0,Belmont North,house
2024-08-11,sell_price,541000.0,645000.0,639000.0,Belmont North,unit
2024-08-18,sell_price,541000.0,645000.0,639000.0,Belmont North,unit
2024-08-18,sell_price,897000.0,961000.0,960000.0,Belmont North,house
2024-08-25,sell_price,541000.0,646000.0,639000.0,Belmont North,unit
2024-08-25,sell_price,877000.0,962000.0,959000.0,Belmont North,house
2024-09-01,sell_price,541000.0,646000.0,640000.0,Belmont North,unit
2024-09-01,sell_price,869000.0,963000.0,961000.0,Belmont North,house
2024-09-08,sell_price,868000.0,964000.0,961000.0,Belmont North,house
2024-09-08,sell_price,541000.0,646000.0,641000.0,Belmont North,unit
2024-09-15,sell_price,541000.0,648000.0,642000.0,Belmont North,unit
2024-09-15,sell_price,863000.0,965000.0,960000.0,Belmont North,house
2024-09-22,sell_price,860000.0,965000.0,959000.0,Belmont North,house
2024-09-22,sell_price,541000.0,649000.0,643000.0,Belmont North,unit
2024-09-29,sell_price,861000.0,964000.0,959000.0,Belmont North,house
2024-09-29,sell_price,541000.0,650000.0,644000.0,Belmont North,unit
2024-10-06,sell_price,863000.0,965000.0,959000.0,Belmont North,house
2024-10-06,sell_price,541000.0,650000.0,643000.0,Belmont North,unit
2024-10-13,sell_price,541000.0,650000.0,644000.0,Belmont North,unit
2024-10-13,sell_price,862000.0,966000.0,960000.0,Belmont North,house
2024-10-20,sell_price,541000.0,650000.0,646000.0,Belmont North,unit
2024-10-20,sell_price,861000.0,967000.0,960000.0,Belmont North,house
2024-10-27,sell_price,866000.0,970000.0,962000.0,Belmont North,house
2024-10-27,sell_price,541000.0,651000.0,646000.0,Belmont North,unit
2024-11-03,sell_price,867000.0,972000.0,963000.0,Belmont North,house
2024-11-03,sell_price,541000.0,652000.0,648000.0,Belmont North,unit
2024-11-10,sell_price,868000.0,972000.0,964000.0,Belmont North,house
2024-11-10,sell_price,541000.0,653000.0,649000.0,Belmont North,unit
2024-11-17,sell_price,868000.0,973000.0,965000.0,Belmont North,house
2024-11-17,sell_price,541000.0,653000.0,650000.0,Belmont North,unit
2024-11-24,sell_price,541000.0,654000.0,651000.0,Belmont North,unit
2024-11-24,sell_price,874000.0,974000.0,968000.0,Belmont North,house
2024-12-01,sell_price,874000.0,975000.0,968000.0,Belmont North,house
2024-12-01,sell_price,541000.0,655000.0,653000.0,Belmont North,unit
2024-12-08,sell_price,541000.0,655000.0,654000.0,Belmont North,unit
2024-12-08,sell_price,885000.0,976000.0,966000.0,Belmont North,house
2024-12-15,sell_price,885000.0,978000.0,966000.0,Belmont North,house
2024-12-15,sell_price,541000.0,656000.0,655000.0,Belmont North,unit
2024-12-22,sell_price,541000.0,657000.0,655000.0,Belmont North,unit
2024-12-22,sell_price,885000.0,978000.0,965000.0,Belmont North,house
2024-12-29,sell_price,885000.0,979000.0,965000.0,Belmont North,house
2024-12-29,sell_price,541000.0,658000.0,655000.0,Belmont North,unit
2025-01-05,sell_price,541000.0,658000.0,655000.0,Belmont North,unit
2025-01-05,sell_price,885000.0,979000.0,965000.0,Belmont North,house
2025-01-12,sell_price,885000.0,979000.0,964000.0,Belmont North,house
2025-01-12,sell_price,541000.0,658000.0,655000.0,Belmont North,unit
2025-01-19,sell_price,541000.0,658000.0,653000.0,Belmont North,unit
2025-01-19,sell_price,885000.0,979000.0,964000.0,Belmont North,house
2025-01-26,sell_price,893000.0,980000.0,965000.0,Belmont North,house
2025-01-26,sell_price,540000.0,659000.0,656000.0,Belmont North,unit
2025-02-02,sell_price,893000.0,981000.0,965000.0,Belmont North,house
2025-02-02,sell_price,540000.0,658000.0,657000.0,Belmont North,unit
2025-02-09,sell_price,898000.0,981000.0,965000.0,Belmont North,house
2025-02-09,sell_price,540000.0,659000.0,657000.0,Belmont North,unit
2025-02-16,sell_price,897000.0,981000.0,966000.0,Belmont North,house
2025-02-16,sell_price,540000.0,660000.0,658000.0,Belmont North,unit
2025-02-23,sell_price,897000.0,983000.0,967000.0,Belmont North,house
2025-02-23,sell_price,540000.0,661000.0,659000.0,Belmont North,unit
2025-03-02,sell_price,899000.0,984000.0,966000.0,Belmont North,house
2025-03-02,sell_price,539000.0,662000.0,660000.0,Belmont North,unit
2025-03-09,sell_price,900000.0,985000.0,967000.0,Belmont North,house
2025-03-09,sell_price,539000.0,663000.0,662000.0,Belmont North,unit
2025-03-16,sell_price,539000.0,662000.0,662000.0,Belmont North,unit
2025-03-16,sell_price,902000.0,984000.0,969000.0,Belmont North,house
2025-03-23,sell_price,908000.0,986000.0,970000.0,Belmont North,house
2025-03-23,sell_price,539000.0,663000.0,663000.0,Belmont North,unit
2025-03-30,sell_price,909000.0,985000.0,972000.0,Belmont North,house
2025-03-30,sell_price,539000.0,664000.0,665000.0,Belmont North,unit
2025-04-06,sell_price,539000.0,664000.0,665000.0,Belmont North,unit
2025-04-06,sell_price,909000.0,986000.0,974000.0,Belmont North,house
2025-04-13,sell_price,539000.0,665000.0,666000.0,Belmont North,unit
2025-04-13,sell_price,938000.0,989000.0,978000.0,Belmont North,house
2025-04-20,sell_price,539000.0,664000.0,666000.0,Belmont North,unit
2025-04-20,sell_price,932000.0,989000.0,978000.0,Belmont North,house
2025-04-27,sell_price,539000.0,665000.0,666000.0,Belmont North,unit
2025-04-27,sell_price,945000.0,988000.0,978000.0,Belmont North,house
2025-05-04,sell_price,539000.0,666000.0,667000.0,Belmont North,unit
2025-05-04,sell_price,955000.0,989000.0,978000.0,Belmont North,house
2025-05-11,sell_price,959000.0,990000.0,981000.0,Belmont North,house
2025-05-11,sell_price,539000.0,666000.0,668000.0,Belmont North,unit
2025-05-18,sell_price,962000.0,991000.0,982000.0,Belmont North,house
2025-05-18,sell_price,539000.0,666000.0,668000.0,Belmont North,unit
2025-05-25,sell_price,539000.0,667000.0,668000.0,Belmont North,unit
2025-05-25,sell_price,963000.0,992000.0,984000.0,Belmont North,house
2025-06-01,sell_price,963000.0,993000.0,984000.0,Belmont North,house
2025-06-01,sell_price,539000.0,667000.0,669000.0,Belmont North,unit
2025-06-08,sell_price,539000.0,667000.0,668000.0,Belmont North,unit
2025-06-08,sell_price,964000.0,992000.0,985000.0,Belmont North,house
2025-06-15,sell_price,965000.0,991000.0,986000.0,Belmont North,house
2025-06-15,sell_price,539000.0,667000.0,669000.0,Belmont North,unit
2025-06-22,sell_price,539000.0,667000.0,669000.0,Belmont North,unit
2025-06-22,sell_price,964000.0,992000.0,989000.0,Belmont North,house
2025-06-29,sell_price,964000.0,992000.0,988000.0,Belmont North,house
2025-06-29,sell_price,539000.0,668000.0,671000.0,Belmont North,unit
2025-07-06,sell_price,540000.0,692000.0,728000.0,Belmont North,unit
2025-07-06,sell_price,951000.0,994000.0,991000.0,Belmont North,house
2025-07-13,sell_price,924000.0,988000.0,985000.0,Belmont North,house
2025-07-13,sell_price,540000.0,676000.0,691000.0,Belmont North,unit
2025-07-20,sell_price,541000.0,695000.0,734000.0,Belmont North,unit
2025-07-20,sell_price,967000.0,992000.0,993000.0,Belmont North,house
2025-07-27,sell_price,541000.0,694000.0,735000.0,Belmont North,unit
2025-07-27,sell_price,990000.0,993000.0,994000.0,Belmont North,house
2025-08-03,sell_price,568000.0,677000.0,683000.0,Belmont North,unit
2025-08-03,sell_price,1010000.0,991000.0,996000.0,Belmont North,house
2025-08-10,sell_price,573000.0,677000.0,683000.0,Belmont North,unit
2025-08-10,sell_price,976000.0,991000.0,993000.0,Belmont North,house
2025-08-17,sell_price,573000.0,678000.0,684000.0,Belmont North,unit
2025-08-17,sell_price,987000.0,992000.0,994000.0,Belmont North,house
2025-08-24,sell_price,1000000.0,1030000.0,1030000.0,Belmont North,house
2025-08-24,sell_price,575000.0,679000.0,685000.0,Belmont North,unit
2025-08-31,sell_price,575000.0,680000.0,685000.0,Belmont North,unit
2025-08-31,sell_price,1000000.0,1030000.0,1030000.0,Belmont North,house
2025-09-07,sell_price,1020000.0,1040000.0,1040000.0,Belmont North,house
2025-09-07,sell_price,575000.0,680000.0,686000.0,Belmont North,unit
2025-09-14,sell_price,575000.0,680000.0,686000.0,Belmont North,unit
2025-09-14,sell_price,1040000.0,1040000.0,1050000.0,Belmont North,house
2025-09-21,sell_price,1030000.0,1040000.0,1040000.0,Belmont North,house
2025-09-21,sell_price,575000.0,681000.0,687000.0,Belmont North,unit
2025-09-28,sell_price,575000.0,682000.0,687000.0,Belmont North,unit
2025-09-28,sell_price,1040000.0,1040000.0,1040000.0,Belmont North,house
2025-10-05,sell_price,1030000.0,1050000.0,1050000.0,Belmont North,house
2025-10-12,sell_price,1020000.0,1050000.0,1050000.0,Belmont North,house
2025-10-19,sell_price,1020000.0,1050000.0,1060000.0,Belmont North,house
2025-10-26,sell_price,1020000.0,1060000.0,1060000.0,Belmont North,house
2025-11-02,sell_price,1020000.0,1060000.0,1060000.0,Belmont North,house
2025-11-09,sell_price,1020000.0,1070000.0,1060000.0,Belmont North,house
2025-11-16,sell_price,1030000.0,1080000.0,1070000.0,Belmont North,house
2025-11-23,sell_price,1040000.0,1080000.0,1070000.0,Belmont North,house
2025-11-30,sell_price,1040000.0,1080000.0,1070000.0,Belmont North,house
2025-12-07,sell_price,1040000.0,1080000.0,1070000.0,Belmont North,house
